Branch
BusNumFrom,BusNumTo,R,X,B,LimitMVAA,LimitMVAB,LimitMVAC,Tap,Phase,Status,Circuit
861,906,0.019110,0.079020,0.013080,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,1
861,862,0.012030,0.049760,0.008240,198.000002,555.999994,259.999990,1.000000,0.000000,Closed,1
864,1362,0.006040,0.024980,0.004140,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
864,874,0.000500,0.002070,0.000340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
864,13,0.008110,0.033540,0.005550,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
865,874,0.000540,0.002210,0.000370,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
865,869,0.013070,0.054060,0.008950,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
865,13,0.008130,0.033610,0.005570,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
866,194,0.009050,0.037410,0.006200,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
866,873,0.000070,0.000300,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
867,194,0.009070,0.037490,0.006210,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
867,873,0.000070,0.000280,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
868,1507,0.006400,0.026460,0.004380,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
868,1362,0.007370,0.030460,0.005040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
868,875,0.000090,0.000370,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
869,1507,0.006380,0.026400,0.004370,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
869,875,0.000040,0.000160,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
870,693,0.017400,0.071960,0.011920,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
870,1508,0.010280,0.042520,0.007040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
870,867,0.006290,0.026000,0.004310,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
871,866,0.006250,0.025850,0.004280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
871,1508,0.010400,0.043000,0.007120,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
871,872,0.000840,0.003490,0.000580,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
872,683,0.034340,0.142010,0.023510,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
872,12,0.000050,0.000190,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
876,1550,0.000200,0.000810,0.000130,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,1
876,1439,0.015180,0.062770,0.010390,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
876,884,0.018670,0.077220,0.012790,185.000002,555.999994,209.999990,1.000000,0.000000,Closed,1
877,211,0.011010,0.045520,0.007540,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
877,879,0.002150,0.008890,0.001470,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
877,198,0.000070,0.000290,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
878,880,0.002160,0.008930,0.001480,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
878,198,0.000110,0.000460,0.000080,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
878,1458,0.019210,0.079420,0.013150,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
879,881,0.008790,0.036360,0.006020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
879,221,0.000040,0.000150,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
880,882,0.008750,0.036200,0.005990,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
880,221,0.000040,0.000160,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
881,200,0.000040,0.000170,0.000030,115.999997,555.999994,145.000005,1.000000,0.000000,Closed,1
881,1,0.009260,0.038300,0.006340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
881,200,0.000040,0.000170,0.000030,115.999997,555.999994,145.000005,1.000000,0.000000,Closed,2
882,1,0.009170,0.037910,0.006280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
882,200,0.000040,0.000180,0.000030,115.999997,555.999994,145.000005,1.000000,0.000000,Closed,2
882,200,0.000040,0.000180,0.000030,115.999997,555.999994,145.000005,1.000000,0.000000,Closed,1
883,201,0.000020,0.000090,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
883,884,0.000020,0.000090,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
883,1,0.005430,0.022470,0.003720,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
884,201,0.000020,0.000100,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
885,129,0.002410,0.009980,0.001650,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
885,246,0.003080,0.012730,0.002110,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
885,245,0.000030,0.000120,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
886,250,0.002810,0.011610,0.001920,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
886,1410,0.002950,0.012210,0.002020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
886,130,0.000330,0.001360,0.000230,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
887,128,0.004580,0.018940,0.003140,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
887,216,0.012470,0.051570,0.008540,209.999990,555.999994,209.999990,1.000000,0.000000,Closed,1
887,219,0.000110,0.000450,0.000070,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
888,219,0.000320,0.001310,0.000220,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
888,128,0.004250,0.017590,0.002910,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
888,217,0.011360,0.046960,0.007780,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
889,67,0.000770,0.003170,0.000520,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
889,1000,0.036530,0.151040,0.025010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
889,890,0.002000,0.008290,0.001370,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
890,891,0.000020,0.000080,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
890,66,0.000050,0.000190,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
891,69,0.015230,0.062980,0.010430,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
891,66,0.000050,0.000220,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
892,1425,0.001730,0.007140,0.001180,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
892,1332,0.002260,0.009340,0.001550,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
893,76,0.000370,0.001510,0.000250,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,2
893,76,0.000370,0.001520,0.000250,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
893,75,0.000020,0.000070,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
893,1416,0.000860,0.003570,0.000590,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
893,1326,0.000870,0.003620,0.000600,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
894,133,0.008380,0.034670,0.005740,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
894,111,0.000080,0.000320,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
894,895,0.000010,0.000030,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
895,111,0.000080,0.000310,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
895,1171,0.007540,0.031170,0.005160,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
896,124,0.005680,0.023490,0.003890,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
896,29,0.027490,0.113660,0.018820,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
896,147,0.000810,0.003330,0.000550,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
897,900,0.000330,0.005010,0.129510,1725.000000,1725.000000,1804.000092,1.000000,0.000000,Closed,1
897,900,0.000330,0.005010,0.129410,1725.000000,1725.000000,1804.000092,1.000000,0.000000,Closed,2
897,900,0.000330,0.005060,0.130820,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,3
900,1525,0.001240,0.055900,0.000000,350.000000,350.000000,350.000000,1.000000,0.000000,Closed,1
901,905,0.006300,0.026050,0.004310,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,1
901,906,0.007090,0.029300,0.004850,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,1
902,898,0.000470,0.007200,0.186080,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
902,898,0.000470,0.007200,0.186100,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
902,1526,0.000600,0.057240,0.000000,700.000000,700.000000,700.000000,1.000000,0.000000,Closed,2
902,1526,0.000600,0.057240,0.000000,700.000000,700.000000,700.000000,1.000000,0.000000,Closed,1
902,897,0.000370,0.005630,0.145420,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,2
902,897,0.000370,0.005630,0.145650,1215.999985,2454.000092,1804.000092,1.000000,0.000000,Closed,1
903,1401,0.009000,0.037220,0.006160,555.999994,555.999994,555.999994,1.000000,0.000000,Closed,1
903,904,0.008300,0.034330,0.005680,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
903,904,0.008300,0.034330,0.005680,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,2
904,905,0.002220,0.009200,0.001520,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
907,171,0.016230,0.067110,0.011110,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
907,168,0.002260,0.009340,0.001550,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
907,1306,0.018070,0.074720,0.012370,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
908,24,0.001790,0.007420,0.001230,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
908,1103,0.009650,0.039890,0.006600,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
909,366,0.013580,0.056140,0.009300,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
909,910,0.002920,0.012080,0.002000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
909,367,0.000060,0.000250,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
910,368,0.000050,0.000220,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
910,911,0.000040,0.000150,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
911,368,0.000060,0.000250,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
911,912,0.003490,0.014420,0.002390,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
912,380,0.011680,0.048280,0.007990,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
912,369,0.000060,0.000270,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
913,370,0.000050,0.000220,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
913,374,0.016610,0.068700,0.011380,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
913,24,0.027370,0.113170,0.018740,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
914,374,0.006160,0.025480,0.004220,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
914,24,0.037840,0.156470,0.025910,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
914,371,0.002010,0.008290,0.001370,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
915,375,0.001920,0.007930,0.001310,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
915,376,0.000500,0.002090,0.000350,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
915,374,0.008020,0.033180,0.005490,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
916,921,0.003420,0.014140,0.002340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
916,377,0.000090,0.000390,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
916,80,0.001130,0.004680,0.000770,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
917,1041,0.005600,0.023160,0.003840,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
917,378,0.004970,0.020540,0.003400,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
917,921,0.010230,0.042300,0.007000,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
918,436,0.000030,0.000130,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
918,437,0.000410,0.001710,0.000280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
918,435,0.000410,0.001700,0.000280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
919,374,0.014540,0.060140,0.009960,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
919,1040,0.004650,0.019210,0.003180,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
919,1287,0.001680,0.006950,0.001150,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
920,372,0.000860,0.003570,0.000590,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
920,573,0.001920,0.007920,0.001310,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
920,374,0.010820,0.044740,0.007410,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
921,374,0.003450,0.014280,0.002360,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
922,1340,0.020430,0.084470,0.013990,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
922,1337,0.000440,0.001830,0.000300,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
922,892,0.018710,0.077360,0.012810,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
923,1569,0.002090,0.008640,0.001430,215.000010,250.000000,275.000000,1.000000,0.000000,Closed,1
923,949,0.006950,0.028760,0.004760,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
923,948,0.006420,0.026560,0.004400,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
924,1430,0.001150,0.004740,0.000790,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
924,1451,0.001090,0.004520,0.000750,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
925,928,0.006310,0.026080,0.004320,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
925,288,0.000050,0.000210,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
925,134,0.002240,0.009250,0.001530,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
926,288,0.000070,0.000280,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
926,134,0.002240,0.009250,0.001530,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
926,929,0.006300,0.026030,0.004310,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
927,290,0.006190,0.025610,0.004240,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
927,289,0.000060,0.000260,0.000040,220.000005,555.999994,242.000008,1.000000,0.000000,Closed,1
927,931,0.002300,0.009520,0.001580,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
928,291,0.002460,0.010170,0.001680,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
928,292,0.000040,0.000180,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
929,291,0.002470,0.010210,0.001690,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
929,292,0.000090,0.000360,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
930,974,0.001870,0.007710,0.001280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
930,293,0.000040,0.000170,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
930,290,0.008480,0.035070,0.005810,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
931,293,0.000030,0.000120,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
931,975,0.001870,0.007750,0.001280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
932,939,0.007500,0.031030,0.005140,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
932,41,0.000250,0.001050,0.000170,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
933,255,0.001410,0.005850,0.000970,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
933,41,0.000300,0.001230,0.000200,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
933,938,0.007610,0.031460,0.005210,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
934,939,0.003810,0.015750,0.002610,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
934,257,0.000020,0.000090,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
934,936,0.000090,0.000390,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
935,257,0.000050,0.000200,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
935,937,0.000150,0.000620,0.000100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
935,938,0.003760,0.015560,0.002580,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
936,1571,0.003590,0.014830,0.002460,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
936,256,0.000040,0.000170,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
937,1571,0.003560,0.014740,0.002440,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
937,256,0.000010,0.000060,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
938,941,0.000480,0.002000,0.000330,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
939,940,0.000490,0.002030,0.000340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
940,258,0.000040,0.000170,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
940,943,0.001090,0.004490,0.000740,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
941,258,0.000030,0.000120,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
941,942,0.001100,0.004530,0.000750,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
942,943,0.000010,0.000040,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
942,944,0.000060,0.000250,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
944,259,0.000030,0.000140,0.000020,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
944,945,0.000050,0.000190,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
945,260,0.000220,0.000900,0.000150,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
945,261,0.000470,0.001940,0.000320,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
946,262,0.003610,0.014940,0.002470,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
946,264,0.004060,0.016770,0.002780,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
946,263,0.000140,0.000600,0.000100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
947,264,0.004080,0.016870,0.002790,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
947,263,0.000140,0.000570,0.000090,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
947,1349,0.009030,0.037350,0.006190,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
948,951,0.004310,0.017800,0.002950,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
948,1373,0.009830,0.040660,0.006730,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
949,269,0.020100,0.083110,0.013760,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
949,951,0.004310,0.017830,0.002950,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
950,951,0.000060,0.000270,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
951,1569,0.004190,0.017320,0.002870,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
952,951,0.002870,0.011870,0.001970,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
952,1569,0.001410,0.005840,0.000970,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
952,266,0.000090,0.000390,0.000060,209.999990,209.999990,209.999990,1.000000,0.000000,Closed,1
953,1247,0.003100,0.024890,0.094980,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
953,1314,0.000340,0.002720,0.010370,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
953,1570,0.000240,0.001890,0.007210,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
954,268,0.000180,0.000750,0.000120,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
954,267,0.000100,0.000400,0.000070,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
954,1569,0.002350,0.009740,0.001610,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
955,268,0.000160,0.000650,0.000110,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
955,267,0.000090,0.000360,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
955,1569,0.002360,0.009740,0.001610,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
956,281,0.000040,0.000160,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
956,1571,0.001310,0.005420,0.000900,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
956,960,0.000270,0.001100,0.000180,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
957,1571,0.001290,0.005350,0.000890,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
957,961,0.000360,0.001470,0.000240,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
957,281,0.000040,0.000180,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
958,283,0.000090,0.000370,0.000060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
958,285,0.000140,0.000590,0.000100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
958,961,0.000590,0.002420,0.000400,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
959,284,0.000200,0.000830,0.000140,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
959,283,0.000070,0.000300,0.000050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
959,960,0.000580,0.002390,0.000400,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
960,282,0.000300,0.001240,0.000200,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
961,282,0.000230,0.000960,0.000160,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
962,287,0.000180,0.000740,0.000120,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
962,1571,0.004130,0.017080,0.002830,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
962,286,0.000430,0.001800,0.000300,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
963,287,0.000190,0.000770,0.000130,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
963,264,0.000810,0.003350,0.000560,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
963,286,0.000420,0.001730,0.000290,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
964,965,0.005630,0.023300,0.003860,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
964,278,0.000200,0.000850,0.000140,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
964,279,0.000040,0.000160,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
965,1571,0.000660,0.002730,0.000450,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
965,280,0.000150,0.000610,0.000100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
966,280,0.000140,0.000600,0.000100,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
966,278,0.005820,0.024070,0.003990,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
966,1571,0.000670,0.002770,0.000460,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
967,1561,0.007530,0.031130,0.005150,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
967,289,0.001610,0.006670,0.001100,220.000005,555.999994,242.000008,1.000000,0.000000,Closed,1
967,163,0.000140,0.000560,0.000090,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
968,165,0.000910,0.003780,0.000630,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
968,969,0.000040,0.000150,0.000030,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
968,970,0.000060,0.000250,0.000040,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
969,1355,0.001150,0.004740,0.000780,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
969,971,0.001870,0.007720,0.001280,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
970,972,0.003000,0.012400,0.002050,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
970,1355,0.001130,0.004680,0.000770,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
971,973,0.001160,0.004780,0.000790,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
971,166,0.000530,0.002190,0.000360,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
972,296,0.000190,0.000800,0.000130,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
972,979,0.001380,0.005710,0.000950,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
974,297,0.000580,0.002400,0.000400,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
974,1366,0.002650,0.010940,0.001810,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
975,297,0.000580,0.002380,0.000390,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
976,313,0.000020,0.000180,0.000700,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
976,315,0.001550,0.012480,0.047600,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
976,1246,0.001670,0.013440,0.051290,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
977,315,0.001550,0.012470,0.047590,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
977,313,0.000030,0.000220,0.000850,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
977,1246,0.001670,0.013420,0.051200,453.000021,935.999966,578.999996,1.000000,0.000000,Closed,1
978,1474,0.006810,0.028160,0.004660,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
978,1561,0.008570,0.035420,0.005870,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
978,973,0.001550,0.006400,0.001060,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
979,1561,0.008520,0.035220,0.005830,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
979,1474,0.006790,0.028080,0.004650,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
980,983,0.001750,0.007220,0.001190,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
980,322,0.000450,0.001870,0.000310,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
980,1474,0.013690,0.056630,0.009380,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
981,323,0.000020,0.000080,0.000010,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
981,1566,0.009260,0.038290,0.006340,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
982,986,0.001750,0.007240,0.001200,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
982,932,0.005410,0.022350,0.003700,166.999996,555.999994,209.999990,1.000000,0.000000,Closed,1
